№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
22;Жилой дом с участком парка;98968.97;112067.98;1-я Березовая аллея, 45; 59.9780253769;30.286540089
23;Особняк Михина С.И. с участком парка;99061.98;112558.18;1-я Березовая аллея, 5; 59.9788408664;30.2953265038
24;Здание Консисторского управления Могилевской Римско-католической архиепархии с костелом Успения Девы Марии (Духовная семинария Римско-католической архиепархии);92117.04;113523.70;1-я Красноармейская ул., 11, лит. А, Б; 59.916466178;30.3120325413
25;Здание манежа (экзерциргауса) лейб-гвардии Измайловского полка;92092.02;113356.94;1-я Красноармейская ул., 13, Измайловский пр., 2а; 59.9162486218;30.3090494877
26;Дом, где в начале 1895 г. Ленин В.И. встречался с петербургскими социал-демократами;92044.11;113455.66;1-я Красноармейская ул., 22; 59.9158144552;30.3108101577
27;Дом Леонтьева М.И. (Шуберта Ф.Ф.);94750.99;112344.77;1-я линия В.О., 12; 59.9401556828;30.2911650896
28;Дом А. Сверчкова (Кушелевой);94777.36;112358.85;1-я линия В.О., 14, лит. А; 59.9403918141;30.2914190355
29;Российская Академия;95430.12;111921.06;1-я линия В.О., 52; 59.9462677883;30.2836375266
30;Больница им. святой Марии Магдалины;95535.16;111852.29;1-я линия В.О., 58, 2-я линия В.О., 47; 59.9472132234;30.2824151132
31;Дом, где в 1841-1844 гг. жил баснописец Крылов И.А.;94717.44;112379.54;1-я линия В.О., 8; 59.939853178;30.2917844321
32;Дом, в котором жил в 1909-1915 гг. Маковский Константин Егорович;95503.85;111917.16;1-я линия В.О., дом 56, литера А, кв. 5, 6, 7; 59.94692971;30.2835733945
33;Церковь Великомученика Димитрия Солунского;103147.83;112635.83;1-я Никитинская ул., 1; 60.0155104281;30.2970454356
34;Часовня благоверного князя Александра Невского;103209.08;112451.82;1-я Никитинская ул., на углу Земледельческой ул.; 60.0160675473;30.2937511452
35;Особняк Франка А.Л.;93893.73;110944.52;21-я линия В.О., 8-а; 59.9325140806;30.2660549951
36;Больница Ольгинского приюта для детей и женщин В.Б. Перовской с садом;101949.96;114942.82;2-й Муринский пр., 12; 60.004659592;30.3382981542
37;Пальмовая оранжерея на участке Елисеева;99293.54;112116.07;2-я Березовая аллея, 17; 59.9809367054;30.2874265592
38;Жилой дом с участком парка;98997.56;112006.23;2-я Березовая аллея, 28; 59.9782843816;30.2854364146
39;Особняк Гаусвальд Е.К.;98933.70;111904.14;"2-я Березовая аллея, 32; Большая аллея, 12-14"; 59.9777151382;30.2836031726
40;Приют Ананьевой К.О.;99290.83;112509.17;2-я Березовая аллея, 3-5; 59.9808968814;30.294466986
41;Манеж графа Г.И. Рибопьера (Здание Санкт-Петербургского атлетического общества);91962.61;113545.09;2-я Красноармейская ул., 12; 59.9150791668;30.3124018905
42;Дом И.Ф. Смирнова;95083.08;112080.49;2-я линия В.О., 29, лит. А, Б; 59.9431467348;30.2864631808
43;Собственный дом архитектора Л.Н.Бенуа;95034.08;111986.49;3-я линия В.О., 20; 59.9427105669;30.2847777347
44;Дом Г.А.Бернштейна;93844.15;116732.84;3-я Советская ул., 9, лит. А; 59.9318198609;30.3695703817
45;Дом Боссе Г.Э.;94961.99;111950.94;4-я линия В.О., 15; 59.9420648846;30.2841362158
46;Доходный дом Прохоровых;95059.83;111893.16;4-я линия В.О., 21; 59.942945279;30.283110033
47;Квартира, где в 1915-1929 гг. жил художник Рылов Аркадий Александрович;95262.78;111761.74;4-я линия В.О., 31, кв. 24 (б. кв. 12); 59.9447719001;30.2807743038
48;Два жилых флигеля;95361.72;111693.50;4-я линия В.О., 39, лит. Б, В; 59.9456625376;30.2795608858
49;Дом Форостовского П.П.;94888.62;111993.98;4-я линия В.О., 9; 59.9414046846;30.2849005406
50;Дом Закуриной;91752.61;113450.79;5-я Красноармейская ул., 19; 59.913198263;30.3106986742
51;Дом, в котором с 1880 по 1884 гг. жил Шишкин Иван Иванович;94582.69;112065.83;5-я линия В.О., 10/5; 59.9386559942;30.2861622461
52;Фабрика братьев Бух и дом с флигелем Ф.А.Гутхейля;94814.15;111921.83;"5-я линия В.О., 20; Волжский пер., 13"; 59.9407390486;30.2836041282
53;Дом, где жили: в 1862-1863 гг. - писатель Салтыков-Щедрин М.Е., в 1870 г. - художник Репин И.Е., в 1882-1898 гг. - художник Шишкин И.И.;94913.52;111867.48;5-я линия В.О., 30; 59.9416330404;30.2826394496
54;Дом жилой Бонштедта М.Э.;94950.46;111845.88;5-я линия В.О., 32; 59.9419654263;30.2822558541
55;Лечебница для нервнодушевнобольных Бари А.Э.;95444.95;111556.02;5-я линия В.О., 58-60; 59.9464147621;30.2771073823
56;Дом, где в 1840-1844 гг. жил поэт и художник Шевченко Тарас Григорьевич. Здесь с 1875 г. по 1879 г. жил композитор Мусоргский Модест Петрович (кв. 29, 30-б, кв. 25, 26);94552.33;112082.89;"5-я линия В.О., 8; Бугский пер., 1-3; Волжский пер., 1"; 59.9383828327;30.2864650635
57;Подворье Старо-Афонского Свято-Андреевского мужского скита;94010.26;116889.01;5-я Советская ул., 31-33, лит. А, Б, В; 59.9333029407;30.3723800149
58;Дом З.Н. Левина;91690.8288;113612.2991;6-я Красноармейская ул., 15, лит. А; 59.9126369094;30.3135802678
59;Храмовый комплекс;94726.75;111894.22;6-я линия В.О., 11; 59.9399556392;30.2831035352
60;Дом Троекурова А.И.;94769.80;111849.36;6-я линия В.О., 13; 59.9403437577;30.2823043392
61;Дом Е.Е. Глухарева;91602.0671;113712.1002;7-я Красноармейская ул., 7, лит. А; 59.9118359662;30.3153565357
62;Подворье Александро-Невской лавры;94484.53;111955.47;7-я линия В.О., 12; 59.9377792105;30.2841806202
63;Дом А.В.Пеля с аптекой, химической лабораторией и фабрикой;94521.11;111911.36;7-я линия В.О., 16-18, лит. А; 59.9381092345;30.2833944098
64;Квартира, в которой с 1897 г. жил и в 1906 г. умер художественный критик Стасов Владимир Васильевич;94316.17;116820.61;"7-я Советская ул., 11; Суворовский пр., 20, кв. 24"; 59.9360520963;30.3711873542
65;Особняк Г.Ф. Горшкова;94282.84;116959.27;7-я Советская ул., 24, лит. А; 59.9357459446;30.373664094
66;Дом, где жили: в 1871-1886 гг. - химик Бутлеров А.М., в 1867-1880 гг. - химик Зинин Н.Н., в 1887-1911 гг. - физикохимик Бекетов Н.Н.;94481.96;111827.87;8-я линия В.О., 17; 59.9377610355;30.2818980042
67;Дом, где жили: в 1855-1858 гг. - композитор Чайковский П.И., в 1861-1914 гг. - географ Семенов-Тян-Шанский П.П., в 1851-1881 гг. - экономист Заблоцкий-Десятовский А.П.;94894.41;111610.22;8-я линия В.О., 39; 59.9414712862;30.278035791
68;Дом А.И. Кракау;94937.81;111589.00;8-я линия В.О., 43, лит. А, Б; 59.9418616269;30.2776594336
69;Благовещенское Синодальное подворье с двумя флигелями и оградой;95256.77;111389.32;8-я линия В.О., 61; 59.9447319541;30.2741108612
70;Церковь Благовещения Пресвятой Богородицы;95386.37;111356.28;"8-я линия В.О., 67, 71; 7-я линия В.О., 68; Малый пр. В.О., 18-20"; 59.9458964202;30.2735293129
71;Дом П.П. Степнова;94426.83;116957.70;8-я Советская ул., 16/25, лит. А; 59.9370384128;30.3736505394
72;Дом, где в 1901-1907 гг. жил шахматист Чигорин М.И.;91826.08;112928.33;9-я Красноармейская ул., 15; 59.9138793586;30.3013661696
73;Дом, где в 1912-1913 гг. проходили заседания объединенной социал-демократической фракции IV Государственной думы;94274.18;117256.53;"9-я Советская ул., 39; Мытнинская ул., 24"; 59.9356530598;30.3789800121
74;Братское захоронение воинов Советской Армии, погибших в годы Великой Отечественной войны 1941-1945 г.г.;80839.25;112647.79;Авиагородок; 59.815276065;30.2954765316
75;Дом Глуховского А.Н. (Зиновьева);97601.77;111751.48;Адмирала Лазарева наб., 10; 59.9657661337;30.2807680969
76;Адмиралтейский бульвар;94600.46;113199.81;Адмиралтейская наб.; 59.9387699723;30.3064480614
77;Набережная Адмиралтейская;94600.78;113182.28;Адмиралтейская наб. - левый берег р. Большая Нева, от Дворцового моста до Декабристов пл.; 59.9387735719;30.3061345147
78;Дом, где жили: в 1906-1910 гг., физик Голицын Б.Б., в 1890 г., в 1893 г. - композитор Чайковский П.И.;94543.34;113220.94;"Адмиралтейская наб., 10; Черноморский пер., 7"; 59.938256408;30.3068212989
79;Главное Адмиралтейство;94496.28;113285.88;"Адмиралтейская наб., 2, 16; Адмиралтейский пр., 1"; 59.9378313117;30.3079790016
80;Дворец Великого князя Михаила Михайловича;94554.37;113256.75;"Адмиралтейская наб., 8; Черноморский пер., 5; Азовский пер., 1"; 59.9383539189;30.3074627668
81;Здания Государственного Дворянского земельного банка;94499.34;113164.26;Адмиралтейская наб., д. 12-14, лит. А; 59.9378638334;30.3058038012
82;"Дом, где в 1866-1870 гг. находилась ""Артель художников"" и жил художник Крамской И.Н.";94249.61;113347.10;"Адмиралтейский пр., 10; Вознесенский пр., 2"; 59.9356147405;30.30905348
83;Дом Лобанова-Ростовского А.Я.;94171.14;113273.46;"Адмиралтейский пр., 12; Исаакиевская пл., 2; Вознесенский пр., 1"; 59.9349135011;30.3077298287
84;Дом Фитингофа И.Ф. (губернские присутственные места);94341.93;113462.94;"Адмиралтейский пр., 6; Гороховая ул., 2"; 59.936438502;30.3111331596
85;Александровский сад;94324.42;113192.86;"Адмиралтейский пр.; Адмиралтейская наб.; Дворцовая пл.; Декабристов пл."; 59.9362926345;30.3063009134
86;Дача Салтыковых;99791.08;112804.69;"Академика Крылова ул., 4; Савушкина ул., 2, 4, 6, 8, 10; Приморский пр., 3"; 59.985375;30.2998004677
87;Квартира, в которой жили в 1924-1934 гг. химик Лебедев Сергей Васильевич, в 1924-1955 гг. художник-график Остроумова-Лебедева Анна Петровна;97142.96;115881.60;Академика Лебедева ул., 10-г, кв. 4; 59.9614702379;30.3546627047
88;Академия Императорская Медико-хирургическая (Военно-Медицинская);96687.39;115530.22;Академика Лебедева ул., 2, 4, 6, 8, Боткинская ул., 8, 10, 12, 13, 17, 20, 23, Пироговская наб., 1, 3, Большой Сампсониевский пр., 1, 3,  5, 11, Комиссара Смирнова ул., 10, 12, лит.А., Лесной просп., 2, Клиническая ул., 5, 9; 59.9573979907;30.3483301299
89;Здания Императорской Медико-хирургической академии;97060.19;115935.98;"Академика Лебедева ул., 37а, литера И; 37а, литера А; 37б, литера Ж"; 59.9607247161;30.3556281484
90;Институт экспериментальной медицины;98837.53;113450.89;Академика Павлова ул., 9, 12; 59.9767896074;30.311295515
91;Лопухинский сад;98853.05;113151.05;Академика Павлова ул., Каменноостровский пр.; 59.9769414488;30.3059271733
92;Дом, в котором жили: Репин Илья Ефимович в 1869 г., Суриков Василий Иванович в 1872 г., Антокольский Марк Матвеевич в 1869 г.;94488.77;112124.28;"Академический пер., 1; 5-я линия В.О., 4"; 59.937810734;30.2872005041
93;Александро-Невская Лавра;92639.43;117661.92;"Александра Невского пл., 1; Монастырки р. наб., 1; Чернорецкий пер., 2, 8; Лаврский проезд; Невский пр., 177, 179-а, 190"; 59.9209592757;30.3860604189
94;Народный дом, где в мае 1917 г. состоялся 1-й Всероссийский съезд крестьянских депутатов. Здесь в Оперном зале выступали певцы Собинов Л.В., Шаляпин Ф.И;96416.98;113413.42;Александровский парк, 4; 59.9550653867;30.3104213321
95;Институт ортопедический;96302.37;113880.23;Александровский парк, 5; 59.9540167974;30.3187657561
96;Кронверк Петропавловской крепости;96278.92;113600.58;Александровский парк, 7; 59.9538183039;30.313759151
97;Молитвенный дом омовения и служебный дом на Преображенском еврейском кладбище;85839.38;121348.99;Александровской фермы пр., 66, 66-а; 59.859715981;30.4511499853
98;Набережная Английская;94085.48;112478.29;Английская наб. - левый берег р. Большой Невы, от Декабристов пл. до Ново-Адмиралтейского канала; 59.9341770319;30.2935008352
99;Дом Нарышкина А.Л. (Воронцовых-Дашковых);94173.61;112732.92;"Английская наб., 10; Галерная ул., 9"; 59.9349578506;30.298062071
100;Особняк генерала Дурново П.П.;94129.70;112664.12;"Английская наб., 16; Галерная ул., 15"; 59.9345665035;30.296828012
101;Дом О.Н. Варгуниной (В.В. Скаржинского);94061.78;112559.21;"Английская наб., 24; Галерная ул., 23"; 59.9339610845;30.2949462306
102;Дома купца Челышева;94048.53;112538.85;"Английская наб., 26; Галерная ул., 25"; 59.9338429705;30.2945810337
103;Дом фон Дервиза П.П. (Великого князя Андрея Владимировича) с дворовыми флигелями;94032.55;112512.74;"Английская наб., 28; Галерная ул., 27"; 59.9337005811;30.2941127833
104;Дом Майера Э.М.;94016.33;112486.36;"Английская наб., 30; Галерная ул., 29"; 59.9335560467;30.2936396889
105;Коллегия Иностранных дел (дом Куракина Б.А.);93995.52;112452.08;Английская наб., 32; 59.9333706262;30.2930249446
106;Дом фон Дервиза С.П. с дворовыми флигелями;93968.39;112409.15;"Английская наб., 34; Галерная ул., 33"; 59.9331288193;30.2922550049
107;"Дом А.Ф. Кларка (здание общества ""Мазут"")";93926.70;112321.83;"Английская наб., 38; Галерная ул., 39; Труда пл., 1"; 59.9327580732;30.2906900339
108;Дом Лаваль А.Г.;94231.87;112821.08;"Английская наб., 4; Галерная ул., 3"; 59.9354772008;30.2996435922
109;Дом Румянцева Н.П. (Кочубея Е.Л.), арх. Глинка В.А., ск. Мартос И.П., арх. Цим И.-А., арх. Степанов А.А.;93890.31;112261.60;"Английская наб., 44; Галерная ул., 45"; 59.9324338174;30.2896100004
110;Дома П.К.Ферзена (А.Я.Прозорова);93866.47;112222.01;Английская наб., 48, Галерная ул., 49; 59.9322213897;30.2889000972
111;Дом Стенбок-Ферморов (дом Капниста);93857.82;112201.32;"Английская наб., 50; Галерная ул., 51"; 59.9321445597;30.2885293973
112;Дом Потемкина А.Я. (Струкова);93844.46;112177.48;"Английская наб., 52; Галерная ул., 53"; 59.9320255764;30.2881019976
113;Дворец Великого князя Михаила Александровича с дворовыми флигелями;93832.60;112155.09;"Английская наб., 54; Галерная ул., 55"; 59.9319199986;30.2877006494
114;Церковь англиканская Иисуса Христа;93819.97;112129.37;"Английская наб., 56; Галерная ул., 57"; 59.9318076379;30.28723969
115;Дома Е.Занадворской;93807.83;112106.02;"Английская наб., 58; Галерная ул., 59"; 59.9316995817;30.2868211568
116;Особняк Казалета Э.П. (Тенишевых);94209.71;112790.94;"Английская наб., 6; Галерная ул., 5"; 59.9352795236;30.2991027176
117;Дом Теплова;93799.58;112088.72;"Английская наб., 60; Галерная ул., 61"; 59.9316262045;30.2865111252
118;Дома кн. Л.Д.Вяземского;93772.76;112039.65;"Английская наб., 66; Галерная ул., 67"; 59.9313873796;30.2856314902
119;Дом Штиглица А.Л. (дворец Великого князя Павла Александровича);93757.01;112007.76;"Английская наб., 68; Галерная ул., 69"; 59.931247246;30.2850599621
120;Дом Виллие Я.В. (Демидова, Гауша);93746.22;111920.35;"Английская наб., 74; Ново-Адмиралтейского кан. наб., 2"; 59.9311537648;30.2834959146
121;Дом Паскевича Ф.И. с дворовыми флигелями;94192.80;112762.48;"Английская наб., 8; Галерная ул., 7"; 59.9351288981;30.2985923209
122;Дом М.Н. Челищева (М.Л. и И.Л. Варшавских);93789.60;112073.50;Английская наб., д. 62, лит. А; 59.9315372181;30.2862381599
123;Дом С.В. Линдес (Здание Шведского посольства);93781.79;112056.75;Английская наб., д. 64, лит. А; 59.9314677675;30.2859380011
124;"Памятник-стела в честь революционного крейсера ""Аврора""";93953.34;112245.85;Английская наб., против д. 44; 59.9330001687;30.289333243
125;Здание кондитерской фабрики “Жорж Борман”;93191.65;112006.89;"Английский пр., 16; ул. Писарева, 3"; 59.9261728145;30.285000917
126;"Дом, в котором: жила в 1909-1910 гг. актриса Комисаржевская Вера Федоровна (кв. 7); жил с 1908 г. и умер в 1940 г. океанограф академик Шокальский Юлий Михайлович (кв. 19); в помешениях училища Витмер О.К. неоднократно бывал Ленин В.И. (1905-1906 гг.)";92761.46;111995.14;"Английский пр., 27; Союза Печатников ул., 27"; 59.9223120367;30.28475776
127;Здания, где в 1897-1919 гг. находились Высшие курсы физического образования (курсы Лесгафта). Здесь жили и работали: в 1897-1909 гг. - основатель курсов Лесгафт П.Ф., в 1907-1941гг. - революционер Морозов Н.А., в 1913-1958 гг. - физиолог Орбели Л.А.;92823.72;112072.61;"Английский пр., 32; Союза Печатников ул., 25-а"; 59.9228678651;30.286147651
128;Дом, XIX в. Здесь в 1906-1907 гг. Ленин В.И. принимал участие в партийных собраниях;92381.34;112180.05;"Английский пр., 41; Садовая ул., 105; Канонерская ул., 26"; 59.9188930418;30.2880342222
129;Особняк А.К. Пампеля;93281.17;111871.95;Английский пр., 4-6, лит. А; 59.9269815008;30.2825948732
130;Дом фан Гильзе фан дер Пальса Г.Г.;93240.82;111915.59;Английский пр., 8-10; 59.9266176611;30.2833721361
131;Особняк С.П. Ягужинского;95036.10;114464.38;Аптекарский пер., 6, лит. Б; 59.942625656;30.3291071084
132;Институт электротехнический. Здесь в 1903-1905 гг. жил изобретатель радио Попов А.С. Здесь работали ученые Графтио Г.А., Гаккель Я.М., Вологдин В.П.;98273.08;113976.00;"Аптекарский пр., 3; Профессора Попова ул., 5"; 59.9717008734;30.3206503912
133;Центральная электростанция городского трамвая с водокачальней;92244.24;117150.89;Атаманская ул., 3; 59.9174386328;30.3768839928
134;"Комплекс построек малолетнего отделения Николаевского сиротского института (""Куракина дача""), территория с парком и гидротехническими сооружениями";87132.52;121409.36;Бабушкина ул., 56; 59.8713189357;30.4523847834
135;Храм римско-католический Святого Сердца Господа Иисуса;88151.25;120515.90;Бабушкина ул., 57; 59.8805163748;30.4365551453
136;Особняк Н.М. Полежаева;93771.59;117517.89;Бакунина пр., 8, лит. А, пом. 1-Н, 2-Н, 3-Н, 4-Н, 5-Н, 6-Н, 7-Н; 59.9311285406;30.3836026382
137;Жилое и административное здание сооружений Второй очереди Петроградского городского трамвая;98058.67;112131.35;Барочная ул., 12/76, лит. Б; 59.9698524489;30.287604192
138;Дом Л.К. фон Таубе;94743.34;116052.16;Басков пер., 12; 59.9399241166;30.3574839011
139;Здание штаба второго корпуса ПВО;94725.42;116124.65;Басков пер., 16, лит. А; 59.9397597572;30.35877889
140;Дом А.И. Ерошенко;94688.46;115763.96;Басков пер., 5, лит. А; 59.9394453963;30.3523232604
141;Дом А.Ф. Шмюкинга;94512.31;115461.01;Белинского ул., 11, лит. А; 59.9378787003;30.3468875633
142;Дом Н.А. и С.А. Латониных;94507.67;115400.57;Белинского ул., 5, лит. А; 59.9378398898;30.3458060246
143;"Дача при саде ""Озерки""";105890.34;113238.77;Береговая ул., д. 4, лит. А; 60.0401010504;30.3080845479
144;Психоневрологический институт им. В.М. Бехтерева с территорией (главное здание, 4 корпуса, 4 мемориальные доски);90550.46;118722.11;Бехтерева ул., 3; 59.9021528197;30.4047863696
145;Бюст Бехтерева В.М.;90685.82;118646.68;Бехтерева ул., 3; 59.9033718802;30.4034533181
146;Старый Гостиный двор;95198.82;112737.51;Биржевая линия, 1/1, лит. О; 59.9441595501;30.2982267045
147;Дом Елисеевых с флигелями;95157.78;112586.77;Биржевая линия, 12-14; 59.9437972541;30.2955265818
148;"Дом, где жили: композитор Чайковский П.И.-в 1848-1849 гг.; художники: в 1886-1892 гг.-Беггров А.К., в 1885-1915 гг.-Волков Е.Е., в 1870-1910 гг.-Клодт М.П., в 1869-1887 гг. -Крамской И.Н., в 1897-1910 гг.-Куинджи А.И., в 1888 г.-Мясоедов Г.Г.";95334.18;112456.87;"Биржевая линия, 18; Биржевой пер., 1; Макарова наб., 10; Волховский пер., 2"; 59.9453857315;30.2932165692
149;Дом, где жили физики: в 1941-1946 гг. - Вавилов С.И., в 1939-1940 гг. - Рождественский Д.С.;95034.41;112659.57;Биржевая линия, 4; 59.9426870125;30.2968191237
150;Ансамбль Стрелки Васильевского острова;95175.45;113188.51;Биржевая пл., восточный берег Василевского острова, от Дворцового моста до Биржевого моста; 59.9439313219;30.3062934802
151;Дом Е.К. Лытиковой;960291.33;112867.95;Блохина ул., 12, лит. А; 67.7045101322;30.3965662625
152;Дом Л.Л. Кенига;95887.62;113158.95;Блохина ул., 2/77, лит. А; 59.9503246956;30.3058234522
153;Дом В.М. Тележкина;96149.47;112374.18;Блохина ул., 33, лит. А (корпус по ул. Блохина); 59.9527067265;30.2918013787
154;Особняк Кугушевой;98839.37;112364.40;Боковая аллея, 1; 59.9768505267;30.291838446
155;Дом Гозе с участком парка;98890.02;111879.21;Боковая аллея, 11; 59.9773240427;30.2831533609
156;Дом, где 16 октября 1917 г. ЦК РСДРП(б) принял решение о вооруженном восстании;101567.65;115855.41;Болотная ул., 13; 60.0011853114;30.3546180592
157;Особняк Свиягина с участком парка;98876.75;111955.87;Большая аллея, 10; 59.9772019881;30.2845252154
158;Особняк Фолленвейдера Э.Г.;99083.62;111888.85;Большая аллея, 13; 59.9790613427;30.2833408325
159;Жилой дом;99129.66;111738.70;Большая аллея, 20; 59.9794803161;30.2806552046
160;Здание Петербургских сельскохозяйственных курсов;99170.73;111721.14;Большая аллея, 22; 59.9798496102;30.280343822
161;Дом Яковенко;99181.77;111679.32;Большая аллея, 24; 59.9799502872;30.2795956606
162;Жилой дом Лихаревой В.С.;98701.07;112115.95;Большая аллея, 6; 59.9756189569;30.287378366
163;Дом Н.Н. Лейхтенбергского;97386.77;112005.54;Большая Зеленина ул., 28, лит. А; 59.9638266389;30.2852997997
164;Особняк-контора и здание библиотеки лесопильного производства Ф.Я. и Н.Я.Колобовых;97739.57;111851.01;Большая Зеленина ул., 43, лит. Б, В; 59.9669991708;30.2825604454
165;Дом Корсаковых (Я.Ф. Сахара);94602.04;114098.13;Большая Конюшенная ул., 17, лит. А; 59.9387458807;30.3225171478
166;Торговый дом Гвардейского экономического общества (4 лицевых дома с флигелями);94512.67;114054.88;"Большая Конюшенная ул., 21-23; Волынский пер., 1-3; Мойки р. наб., 36"; 59.9379456196;30.3217357387
167;Дом французской реформатской церкви с дворовыми флигелями;94460.92;114070.70;Большая Конюшенная ул., 25; 59.9374804429;30.322014217
168;Доходные дома фон Дервиза П.П. (великих князей Бориса и Кирилла  Владимировичей);94423.46;114031.16;"Большая Конюшенная ул., 27; Мойки р.наб., 40"; 59.9371459402;30.3213037122
169;Дома Евангелической лютеранской церкви св. Марии;94594.25;114187.53;Большая Конюшенная ул., 4-6-8, лит. Б, В; 59.9386720449;30.3241156318
170;Церковь финская Святой Марии;94539.50;114182.85;Большая Конюшенная ул., 8; 59.9381808369;30.3240271273
171;Дом, где в 1890-1918 гг. жил экономист Даниельсон Н.Ф.;94519.09;114190.79;Большая Конюшенная ул., 8; 59.9379972964;30.3241673673
172;Особняк Т.Э. Сильванской (В.А. Слепцова);94732.43;114119.90;Большая Конюшенная ул., 9, лит. А; 59.939915256;30.322917933
173;Дом И.В. Кошанского (А.М. Сомова). Здесь с 1927 г. по 1940 г. жил и работал выдающийся ленинградский зодчий Ной Абрамович Троцкий;94625.07;114112.67;Большая Конюшенная ул., д. 15, лит. А; 59.938951953;30.322779243
174;Дом М.Н. и Н.А. Мельцеров;94578.85;114091.07;Большая Конюшенная ул., д. 19/8, лит. А; 59.9385380452;30.3223888417
175;Доходный дом М.И. Пущина;94780.59;114145.76;Большая Конюшенная ул., д. 5, лит. А; 59.9403463881;30.323384732
176;Дом Е.Ц. Кавоса;97107.61;113657.94;Большая Монетная ул., 10, лит. А; 59.9612538275;30.314856152
177;Дом Горчакова К.А.;97130.63;113836.11;Большая Монетная ул., 17; 59.9614528047;30.3180473558
178;Дом Горчакова К.А.;97167.45;113936.37;Большая Монетная ул., 19; 59.9617789517;30.3198451928
179;Дом Чичерина Н.И. (Елисеевых) с домом Косиковского А.И.;94270.22;113850.55;"Большая Морская ул., 14, лит. А; Мойки р. наб., 59"; 59.9357783419;30.3180599993
180;Бывш. Русский торговый банк;94204.36;113680.18;Большая Морская ул., 15; 59.9351945147;30.3150071307
181;Дом. Здесь в конце 1906 г. проходили заседания ЦК и ПК РСДРП;94193.01;113818.78;"Большая Морская ул., 16; Кирпичный пер., 8"; 59.9350867036;30.3174851379
182;"Дом французского общества страхования жизни ""Урбэн""";94189.03;113658.69;Большая Морская ул., 17; 59.9350578352;30.3146214615
183;Дом И. Альбрехта (А. Н. Свистунова, Г. Ф. Эйлерса);94162.98;113654.28;Большая Морская ул., 19, лит. А; 59.9348242087;30.3145403732
